,availability,location,total_sqft,bath,price,bhk,loction
306,18-Jun,9th Phase JP Nagar,1080.0,2.0,37.0,2,9th Phase JP Nagar
307,Ready To Move,9th Phase JP Nagar,1035.0,2.0,45.0,2,9th Phase JP Nagar
308,Ready To Move,9th Phase JP Nagar,5000.0,4.0,290.0,4,9th Phase JP Nagar
309,Ready To Move,9th Phase JP Nagar,1164.0,2.0,56.0,2,9th Phase JP Nagar
310,Ready To Move,9th Phase JP Nagar,1005.0,2.0,42.0,2,9th Phase JP Nagar
311,19-Dec,9th Phase JP Nagar,1127.0,2.0,50.0,2,9th Phase JP Nagar
312,Ready To Move,9th Phase JP Nagar,1005.0,2.0,43.0,2,9th Phase JP Nagar
313,Ready To Move,9th Phase JP Nagar,835.0,2.0,37.0,2,9th Phase JP Nagar
314,18-Jul,9th Phase JP Nagar,1050.0,2.0,39.0,2,9th Phase JP Nagar
315,Ready To Move,9th Phase JP Nagar,660.0,2.0,27.0,2,9th Phase JP Nagar
316,Ready To Move,9th Phase JP Nagar,600.0,1.0,20.0,1,9th Phase JP Nagar
317,18-Mar,9th Phase JP Nagar,1466.0,2.0,71.0,2,9th Phase JP Nagar
318,Ready To Move,9th Phase JP Nagar,1890.0,2.0,93.0,3,9th Phase JP Nagar
319,21-Sep,9th Phase JP Nagar,1079.0,2.0,60.0,2,9th Phase JP Nagar
320,21-Sep,9th Phase JP Nagar,1480.0,2.0,80.0,2,9th Phase JP Nagar
321,Ready To Move,9th Phase JP Nagar,1200.0,2.0,80.0,2,9th Phase JP Nagar
322,Ready To Move,9th Phase JP Nagar,905.0,2.0,32.0,2,9th Phase JP Nagar
323,21-Sep,9th Phase JP Nagar,1073.0,2.0,52.36,2,9th Phase JP Nagar
324,Ready To Move,9th Phase JP Nagar,1719.3,2.0,88.0,3,9th Phase JP Nagar
325,18-Mar,9th Phase JP Nagar,1780.0,3.0,88.0,3,9th Phase JP Nagar
326,Ready To Move,9th Phase JP Nagar,1300.0,2.0,58.0,3,9th Phase JP Nagar
327,21-Sep,9th Phase JP Nagar,1522.0,3.0,90.0,3,9th Phase JP Nagar
328,Ready To Move,9th Phase JP Nagar,1571.0,3.0,65.0,3,9th Phase JP Nagar
330,Ready To Move,9th Phase JP Nagar,890.0,2.0,45.0,2,9th Phase JP Nagar
331,18-Jun,9th Phase JP Nagar,1240.0,2.0,39.89,3,9th Phase JP Nagar
332,Ready To Move,9th Phase JP Nagar,5000.0,4.0,300.0,4,9th Phase JP Nagar
333,18-Jun,9th Phase JP Nagar,1240.0,2.0,42.85,3,9th Phase JP Nagar
334,18-Mar,9th Phase JP Nagar,1050.0,2.0,35.0,2,9th Phase JP Nagar
335,Ready To Move,9th Phase JP Nagar,1331.95,2.0,69.0,2,9th Phase JP Nagar
336,Ready To Move,A Narayanapura,600.0,2.0,35.0,1,other
337,Ready To Move,A Narayanapura,1500.0,2.0,85.0,1,other
338,Ready To Move,AECS Layout,1100.0,2.0,45.0,2,AECS Layout
339,Ready To Move,AECS Layout,1028.0,2.0,42.0,2,AECS Layout
340,Ready To Move,AECS Layout,1199.0,2.0,65.0,2,AECS Layout
341,Ready To Move,AECS Layout,1080.0,2.0,55.0,2,AECS Layout
342,Ready To Move,AECS Layout,1123.0,2.0,64.0,2,AECS Layout
343,Ready To Move,AECS Layout,1308.0,2.0,60.0,2,AECS Layout
344,Ready To Move,AECS Layout,1005.0,2.0,55.0,2,AECS Layout
346,Ready To Move,AGS Layout,1450.0,2.0,85.0,3,other
347,Ready To Move,AGS Layout,1040.0,2.0,46.79,2,other
348,Ready To Move,AGS Layout,1936.0,3.0,110.0,3,other
349,Ready To Move,AGS Layout,1075.0,2.0,48.38,2,other
350,Ready To Move,AMS Layout,1650.0,2.0,80.0,3,other
351,Ready To Move,AMS Layout,1200.0,4.0,80.0,3,other
352,Ready To Move,Abbaiah Reddy Layout,1310.0,2.0,50.0,3,other
353,Ready To Move,Abbaiah Reddy Layout,1100.0,2.0,38.45,2,other
354,Ready To Move,Abbaiah Reddy Layout,1100.0,2.0,38.49,2,other
355,Ready To Move,Abbaiah Reddy Layout,1190.0,2.0,41.0,2,other
356,Ready To Move,Abbaiah Reddy Layout,1100.0,2.0,38.5,2,other
357,Ready To Move,Abbigere,985.0,2.0,40.39,2,Abbigere
358,Ready To Move,Abbigere,2200.0,6.0,68.0,6,Abbigere
359,Ready To Move,Abbigere,765.0,2.0,30.0,1,Abbigere
360,21-Dec,Abbigere,880.0,2.0,35.0,2,Abbigere
361,Ready To Move,Abbigere,795.0,2.0,32.54,2,Abbigere
362,Ready To Move,Abbigere,1005.0,2.0,39.59,2,Abbigere
363,18-Jun,Abbigere,734.0,1.0,19.82,1,Abbigere
364,17-Nov,Abbigere,1260.0,2.0,45.0,3,Abbigere
365,Ready To Move,Abbigere,1020.0,2.0,41.82,2,Abbigere
366,Ready To Move,Abbigere,985.0,2.0,40.39,2,Abbigere
367,Ready To Move,Abbigere,2500.0,6.0,81.0,6,Abbigere
368,Ready To Move,Abbigere,795.0,2.0,32.54,2,Abbigere
369,Ready To Move,Abbigere,1130.0,2.0,46.33,2,Abbigere
370,Ready To Move,Abbigere,795.0,1.0,32.6,2,Abbigere
371,Ready To Move,Abbigere,3000.0,8.0,150.0,8,Abbigere
372,Ready To Move,Abbigere,985.0,2.0,38.92,2,Abbigere
373,Ready To Move,Abbigere,1000.0,2.0,41.0,2,Abbigere
374,Ready To Move,Abbigere,995.0,2.0,40.8,2,Abbigere
375,Ready To Move,Abbigere,1020.0,2.0,40.8,2,Abbigere
376,Ready To Move,Agrahara Dasarahalli,800.0,1.0,72.0,1,other
377,Ready To Move,Agrahara Dasarahalli,1350.0,1.0,120.0,3,other
378,Ready To Move,Aishwarya Crystal Layout,2250.0,3.0,113.0,3,other
379,Ready To Move,Aishwarya Crystal Layout,1053.0,2.0,51.0,2,other
380,Ready To Move,Akshaya Nagar,1388.0,2.0,57.0,2,Akshaya Nagar
381,Ready To Move,Akshaya Nagar,1070.0,2.0,54.0,2,Akshaya Nagar
382,Ready To Move,Akshaya Nagar,1280.0,2.0,58.0,2,Akshaya Nagar
383,Ready To Move,Akshaya Nagar,1662.0,3.0,85.1,3,Akshaya Nagar
384,Ready To Move,Akshaya Nagar,1897.0,3.0,120.0,3,Akshaya Nagar
385,Ready To Move,Akshaya Nagar,1410.0,2.0,75.0,3,Akshaya Nagar
386,18-Mar,Akshaya Nagar,1360.0,2.0,85.0,3,Akshaya Nagar
388,Ready To Move,Akshaya Nagar,1410.0,2.0,80.0,3,Akshaya Nagar
389,Ready To Move,Akshaya Nagar,1662.0,3.0,85.0,3,Akshaya Nagar
390,Ready To Move,Akshaya Nagar,1662.0,3.0,85.5,3,Akshaya Nagar
391,Ready To Move,Akshaya Nagar,1280.0,2.0,60.0,2,Akshaya Nagar
392,Ready To Move,Akshaya Nagar,1666.0,3.0,95.0,3,Akshaya Nagar
393,Ready To Move,Akshaya Nagar,1575.0,3.0,90.0,3,Akshaya Nagar
394,Ready To Move,Akshaya Nagar,1430.0,2.0,75.0,3,Akshaya Nagar
395,Ready To Move,Akshaya Nagar,1419.0,2.0,73.0,3,Akshaya Nagar
396,Ready To Move,Akshaya Nagar,1280.0,2.0,60.0,2,Akshaya Nagar
397,Ready To Move,Akshaya Nagar,1200.0,2.0,50.0,2,Akshaya Nagar
398,18-May,Akshaya Nagar,1092.0,2.0,60.0,2,Akshaya Nagar
399,Ready To Move,Akshaya Nagar,1690.0,3.0,85.0,3,Akshaya Nagar
401,Ready To Move,Akshaya Nagar,1897.0,4.0,93.0,3,Akshaya Nagar
402,Ready To Move,Akshaya Nagar,1884.0,3.0,98.0,3,Akshaya Nagar
403,Ready To Move,Akshaya Nagar,1314.0,2.0,68.8,2,Akshaya Nagar
404,Ready To Move,Akshaya Nagar,1690.0,3.0,85.0,3,Akshaya Nagar
405,Ready To Move,Akshaya Nagar,1265.0,2.0,67.0,2,Akshaya Nagar
406,Ready To Move,Akshaya Nagar,1126.0,2.0,55.0,2,Akshaya Nagar
408,Ready To Move,Akshaya Nagar,1662.0,3.0,90.0,3,Akshaya Nagar
409,Ready To Move,Akshaya Nagar,1420.0,2.0,75.0,3,Akshaya Nagar
410,Ready To Move,Akshaya Nagar,1412.0,2.0,88.0,3,Akshaya Nagar
411,Ready To Move,Akshaya Nagar,1434.0,3.0,84.0,3,Akshaya Nagar
412,Ready To Move,Akshaya Nagar,1890.0,4.0,100.0,3,Akshaya Nagar
414,Ready To Move,Akshaya Nagar,1419.0,2.0,87.0,3,Akshaya Nagar
415,Ready To Move,Akshaya Nagar,1300.0,2.0,54.0,2,Akshaya Nagar
416,Ready To Move,Akshaya Nagar,1690.0,3.0,85.0,3,Akshaya Nagar
417,Ready To Move,Akshaya Nagar,1113.0,2.0,52.0,2,Akshaya Nagar
418,Ready To Move,Akshaya Nagar,1820.0,4.0,95.0,3,Akshaya Nagar
419,Ready To Move,Akshaya Nagar,1100.0,2.0,48.0,2,Akshaya Nagar
420,Ready To Move,Akshaya Nagar,1896.0,3.0,102.0,3,Akshaya Nagar
421,Ready To Move,Akshaya Nagar,1300.0,2.0,66.0,2,Akshaya Nagar
422,Ready To Move,Akshaya Nagar,1225.0,2.0,68.0,2,Akshaya Nagar
423,Ready To Move,Akshaya Nagar,1179.0,2.0,51.0,2,Akshaya Nagar
424,Ready To Move,Akshaya Nagar,1421.0,2.0,73.0,3,Akshaya Nagar
425,Ready To Move,Akshaya Nagar,1893.0,4.0,95.0,3,Akshaya Nagar
426,Ready To Move,Akshaya Nagar,900.0,2.0,45.0,2,Akshaya Nagar
427,Ready To Move,Akshaya Vana,4000.0,4.0,170.0,4,other
428,Ready To Move,Akshaya Vana,1300.0,2.0,49.0,3,other
429,Ready To Move,Akshaya Vana,1280.0,2.0,49.0,3,other
430,Ready To Move,Akshaya Vana,1141.0,2.0,55.0,2,other
431,Ready To Move,Akshaya Vana,1260.0,2.0,49.0,3,other
432,Ready To Move,Akshaya Vana,1427.0,2.0,52.0,2,other
433,20-Dec,Akshayanagara East,1693.0,3.0,108.0,3,other
434,20-Dec,Akshayanagara East,1210.0,2.0,76.0,2,other
435,Ready To Move,Akshayanagara East,1519.0,3.0,67.23,3,other
436,Ready To Move,Akshayanagara East,1595.0,3.0,70.39,3,other
437,Ready To Move,Akshayanagara East,1230.0,2.0,50.0,2,other
438,20-Dec,Akshayanagara East,595.0,1.0,40.0,1,other
439,Ready To Move,Akshayanagara East,1145.0,2.0,44.0,2,other
440,Ready To Move,Akshya Nagar,2400.0,6.0,130.0,6,other
441,Ready To Move,Akshya Nagar,1380.0,2.0,75.0,2,other
442,Ready To Move,Akshya Nagar,1320.0,2.0,58.0,3,other
443,18-May,Alfa Garden Layout,1240.0,2.0,43.79,2,other
444,Ready To Move,Alfa Garden Layout,1050.0,2.0,38.0,2,other
445,Ready To Move,Alfa Garden Layout,1190.0,2.0,46.41,2,other
446,Ready To Move,Alur,530.0,1.0,20.0,1,other
447,Ready To Move,Alur,425.0,1.0,15.0,1,other
448,Ready To Move,Amarjyothi Colony,1355.0,3.0,61.0,3,other
449,Ready To Move,Ambalipura,1105.0,2.0,75.0,2,Ambalipura
450,Ready To Move,Ambalipura,1800.0,3.0,110.0,3,Ambalipura
451,Ready To Move,Ambalipura,1150.0,2.0,80.0,2,Ambalipura
452,Ready To Move,Ambalipura,1250.0,2.0,66.25,2,Ambalipura
453,Ready To Move,Ambalipura,1332.0,2.0,79.0,2,Ambalipura
454,Ready To Move,Ambalipura,1730.0,3.0,120.0,3,Ambalipura
455,Ready To Move,Ambalipura,3500.0,3.0,198.0,3,Ambalipura
456,Ready To Move,Ambalipura,1230.0,2.0,66.25,2,Ambalipura
457,Ready To Move,Ambalipura,1351.0,2.0,77.0,2,Ambalipura
459,Ready To Move,Ambalipura,1817.0,3.0,102.0,3,Ambalipura
461,Ready To Move,Ambalipura,1303.0,2.0,80.0,2,Ambalipura
462,Ready To Move,Ambalipura,1607.0,2.0,112.0,3,Ambalipura
463,Ready To Move,Ambalipura,770.0,1.0,43.82,1,Ambalipura
464,Ready To Move,Ambalipura,1700.0,2.0,76.0,2,Ambalipura
465,Ready To Move,Ambalipura,1060.0,2.0,58.5,2,Ambalipura
466,Ready To Move,Ambalipura,1650.0,3.0,100.0,3,Ambalipura
467,Ready To Move,Ambalipura,1607.0,2.0,112.0,3,Ambalipura
468,Ready To Move,Ambalipura,1198.0,2.0,80.0,2,Ambalipura
469,Ready To Move,Ambedkar Colony,1468.0,2.0,140.0,2,other
470,Ready To Move,Ambedkar Colony,1463.0,1.0,142.0,2,other
471,Ready To Move,Ambedkar Colony,1910.0,3.0,190.0,3,other
472,Ready To Move,Ambedkar Colony,1464.0,2.0,145.0,2,other
473,Ready To Move,Ambedkar Nagar,1935.0,4.0,130.0,3,Ambedkar Nagar
474,Ready To Move,Ambedkar Nagar,1424.0,2.0,90.0,2,Ambedkar Nagar
475,Ready To Move,Ambedkar Nagar,2225.0,4.0,169.0,3,Ambedkar Nagar
476,Ready To Move,Ambedkar Nagar,1862.0,3.0,120.0,3,Ambedkar Nagar
477,Ready To Move,Ambedkar Nagar,1850.0,4.0,139.0,3,Ambedkar Nagar
478,Ready To Move,Ambedkar Nagar,1936.0,4.0,126.0,3,Ambedkar Nagar
479,Ready To Move,Ambedkar Nagar,1862.0,3.0,119.0,3,Ambedkar Nagar
480,Ready To Move,Ambedkar Nagar,1424.0,2.0,90.0,2,Ambedkar Nagar
481,Ready To Move,Ambedkar Nagar,2150.0,4.0,125.0,3,Ambedkar Nagar
482,Ready To Move,Ambedkar Nagar,3530.0,4.0,290.0,4,Ambedkar Nagar
483,Ready To Move,Ambedkar Nagar,1856.0,3.0,120.0,3,Ambedkar Nagar
484,Ready To Move,Ambedkar Nagar,1852.0,3.0,130.0,3,Ambedkar Nagar
485,Ready To Move,Ambedkar Nagar,1850.0,4.0,120.0,3,Ambedkar Nagar
486,Ready To Move,Ambedkar Nagar,1367.0,2.0,86.0,2,Ambedkar Nagar
487,18-Dec,Ambedkar Nagar,3565.0,4.0,255.0,4,Ambedkar Nagar
488,Ready To Move,Ambedkar Nagar,1409.0,2.0,95.0,2,Ambedkar Nagar
489,Ready To Move,Ambedkar Nagar,1950.0,4.0,120.0,3,Ambedkar Nagar
490,Ready To Move,Ambedkar Nagar,1921.0,4.0,129.0,3,Ambedkar Nagar
491,Ready To Move,Ambedkar Nagar,1920.0,4.0,121.0,3,Ambedkar Nagar
492,Ready To Move,Ambedkar Nagar,1935.0,4.0,125.0,3,Ambedkar Nagar
493,Ready To Move,Ambedkar Nagar,1852.0,4.0,122.0,3,Ambedkar Nagar
494,Ready To Move,Ambedkar Nagar,1950.0,4.0,120.0,3,Ambedkar Nagar
495,Ready To Move,Ambedkar Nagar,1852.0,3.0,125.0,3,Ambedkar Nagar
496,Ready To Move,Ambedkar Nagar,1850.0,4.0,121.0,3,Ambedkar Nagar
497,Ready To Move,Ambedkar Nagar,1425.0,2.0,94.0,2,Ambedkar Nagar
498,Ready To Move,Ambedkar Nagar,2395.0,4.0,150.0,3,Ambedkar Nagar
499,Ready To Move,Amblipura,1605.0,3.0,100.0,3,other
500,Ready To Move,Amblipura,1300.0,2.0,80.0,3,other
501,Ready To Move,Amblipura,1175.0,2.0,83.0,2,other
502,Ready To Move,Amruthahalli,900.0,2.0,40.0,2,Amruthahalli
503,Ready To Move,Amruthahalli,1200.0,2.0,55.0,2,Amruthahalli
504,Ready To Move,Amruthahalli,1900.0,3.0,135.0,3,Amruthahalli
505,Ready To Move,Amruthahalli,924.0,2.0,45.0,2,Amruthahalli
506,Ready To Move,Amruthahalli,900.0,2.0,60.0,2,Amruthahalli
507,Ready To Move,Amruthahalli,1100.0,2.0,45.0,2,Amruthahalli
508,Ready To Move,Amruthahalli,1200.0,2.0,55.0,2,Amruthahalli
512,Ready To Move,Amruthahalli,1450.0,2.0,85.0,3,Amruthahalli
513,Ready To Move,Amruthahalli,1200.0,2.0,55.0,2,Amruthahalli
514,Ready To Move,Amruthahalli,1250.0,2.0,79.0,2,Amruthahalli
515,Ready To Move,Amruthahalli,1190.0,2.0,50.0,2,Amruthahalli
516,Ready To Move,Amruthahalli,1202.0,2.0,65.0,2,Amruthahalli
517,Ready To Move,Amruthahalli,1340.0,2.0,75.0,2,Amruthahalli
518,Ready To Move,Amruthahalli,2650.0,4.0,175.0,3,Amruthahalli
519,Ready To Move,Amruthahalli,1450.0,2.0,90.0,3,Amruthahalli
520,Ready To Move,Amruthahalli,1025.0,2.0,42.0,2,Amruthahalli
521,Ready To Move,Amruthahalli,485.0,1.0,19.5,1,Amruthahalli
522,Ready To Move,Amruthnagar,1350.0,2.0,67.5,2,other
523,Ready To Move,Amruthnagar,1365.0,3.0,60.0,2,other
524,Ready To Move,Amruthnagar,1000.0,2.0,51.0,2,other
525,Ready To Move,Anand Nagar,1060.0,2.0,55.0,2,other
526,Ready To Move,Anand Nagar,1135.0,2.0,55.0,2,other
527,Ready To Move,Anand Nagar,3515.0,3.0,420.0,3,other
528,Ready To Move,Anand Nagar,1080.0,2.0,75.0,3,other
529,Ready To Move,Anand nagar,1200.0,2.0,70.0,2,other
530,Ready To Move,Anand nagar,2010.0,3.0,125.0,3,other
531,17-Jul,Anandapura,1167.0,2.0,43.76,2,Anandapura
532,17-Dec,Anandapura,1000.0,2.0,55.0,2,Anandapura
533,17-Jul,Anandapura,1141.0,2.0,42.79,2,Anandapura
534,17-Jul,Anandapura,1576.0,3.0,59.1,3,Anandapura
535,Ready To Move,Anandapura,1200.0,2.0,67.0,2,Anandapura
536,Ready To Move,Anandapura,1200.0,2.0,58.0,2,Anandapura
537,Ready To Move,Anandapura,1151.0,2.0,43.1,2,Anandapura
538,Ready To Move,Anandapura,1141.0,2.0,42.75,2,Anandapura
539,Ready To Move,Anandapura,900.0,2.0,48.0,2,Anandapura
540,Ready To Move,Anandapura,1749.0,4.0,90.0,4,Anandapura
541,Ready To Move,Anandapura,1151.0,2.0,42.9,2,Anandapura
542,Ready To Move,Anandapura,1576.0,3.0,58.0,3,Anandapura
543,Ready To Move,Anandapura,1250.0,2.0,45.0,2,Anandapura
544,17-Jul,Anandapura,1151.0,2.0,43.16,2,Anandapura
545,Ready To Move,Anandapura,1200.0,2.0,58.0,2,Anandapura
546,Ready To Move,Anandapura,1200.0,2.0,66.0,3,Anandapura
547,Ready To Move,Anandapura,1415.0,2.0,74.0,3,Anandapura
548,Ready To Move,Anandapura,1200.0,2.0,50.0,2,Anandapura
549,Ready To Move,Anandapura,1141.0,2.0,50.0,2,Anandapura
550,Ready To Move,Anandapura,1576.0,3.0,58.7,3,Anandapura
551,Ready To Move,Anantapura,1200.0,2.0,37.0,2,other
552,Ready To Move,Anantapura,1600.0,3.0,77.0,3,other
553,18-Jun,Ananth Nagar,500.0,1.0,14.0,1,Ananth Nagar
554,Ready To Move,Ananth Nagar,1100.0,2.0,31.5,2,Ananth Nagar
555,18-May,Ananth Nagar,982.0,2.0,24.55,2,Ananth Nagar
556,18-Jun,Ananth Nagar,500.0,2.0,14.0,1,Ananth Nagar
557,18-Aug,Ananth Nagar,900.0,2.0,22.5,2,Ananth Nagar
558,Ready To Move,Ananth Nagar,908.0,2.0,26.0,2,Ananth Nagar
559,Ready To Move,Ananth Nagar,870.0,2.0,36.0,2,Ananth Nagar
560,Ready To Move,Ananth Nagar,937.0,2.0,35.0,2,Ananth Nagar
561,Ready To Move,Ananth Nagar,960.0,2.0,37.0,2,Ananth Nagar
562,18-Aug,Ananth Nagar,500.0,1.0,14.0,1,Ananth Nagar
563,18-Apr,Ananth Nagar,1000.0,2.0,29.7,2,Ananth Nagar
564,Ready To Move,Ananth Nagar,850.0,2.0,25.99,2,Ananth Nagar
565,Ready To Move,Ananth Nagar,902.0,2.0,25.26,2,Ananth Nagar
566,Ready To Move,Ananth Nagar,1470.0,3.0,54.0,3,Ananth Nagar
567,Ready To Move,Ananth Nagar,810.0,2.0,25.5,2,Ananth Nagar
568,Ready To Move,Ananth Nagar,890.0,2.0,27.0,2,Ananth Nagar
569,18-Aug,Ananth Nagar,1200.0,2.0,36.0,2,Ananth Nagar
571,Ready To Move,Ananth Nagar,1319.0,3.0,42.0,3,Ananth Nagar
572,18-Aug,Ananth Nagar,1000.0,2.0,25.0,2,Ananth Nagar
573,Ready To Move,Ananth Nagar,902.0,2.0,25.0,2,Ananth Nagar
574,Ready To Move,Ananth Nagar,930.0,2.0,25.99,2,Ananth Nagar
575,18-May,Ananth Nagar,1074.0,2.0,26.85,2,Ananth Nagar
576,18-Jun,Ananth Nagar,500.0,1.0,14.0,1,Ananth Nagar
577,Ready To Move,Ananth Nagar,1010.0,2.0,38.0,2,Ananth Nagar
578,18-May,Ananth Nagar,992.0,2.0,24.8,2,Ananth Nagar
579,Ready To Move,Andrahalli,1200.0,4.0,135.0,4,other
580,19-Jan,Anekal,1200.0,1.0,36.0,2,Anekal
581,Ready To Move,Anekal,656.0,2.0,22.0,2,Anekal
582,Ready To Move,Anekal,620.0,2.0,22.0,2,Anekal
583,Ready To Move,Anekal,600.0,1.0,16.5,1,Anekal
584,Ready To Move,Anekal,925.0,2.0,40.0,2,Anekal
585,19-Oct,Anekal,530.0,1.0,18.0,1,Anekal
586,Ready To Move,Anekal,1800.0,3.0,68.0,3,Anekal
587,19-Jan,Anekal,1200.0,1.0,36.0,2,Anekal
588,Ready To Move,Anekal,351.0,1.0,16.0,1,Anekal
589,Ready To Move,Anekal,1035.0,2.0,38.3,2,Anekal
590,Ready To Move,Anekal,888.0,2.0,34.0,2,Anekal
591,18-May,Anekal,1200.0,2.0,36.1,2,Anekal
592,Ready To Move,Anekal,700.0,1.0,19.4,2,Anekal
593,19-Jan,Anekal,1200.0,1.0,36.0,2,Anekal
594,Ready To Move,Anekal,1200.0,2.0,36.0,4,Anekal
595,Ready To Move,Anekal,766.0,2.0,28.0,2,Anekal
596,Ready To Move,Anekal,967.0,2.0,45.0,3,Anekal
597,Ready To Move,Anekal,620.0,1.0,23.5,2,Anekal
598,Ready To Move,Anekal,1150.0,3.0,45.0,3,Anekal
599,19-Jan,Anekal,1200.0,1.0,36.0,2,Anekal
600,19-Jan,Anekal,1200.0,1.0,36.0,2,Anekal
601,Ready To Move,Anekal,400.0,1.0,11.5,1,Anekal
602,Ready To Move,Anekal,456.0,1.0,15.0,1,Anekal
603,19-Jan,Anekal,1200.0,1.0,36.0,2,Anekal
604,19-Jan,Anekal,1200.0,1.0,36.0,2,Anekal
605,Ready To Move,Anekal,2400.0,4.0,95.0,3,Anekal
606,19-Apr,Anekal,1200.0,2.0,36.1,2,Anekal
607,19-May,Anekal,1200.0,2.0,36.1,2,Anekal
608,Ready To Move,Anekal,680.0,1.0,21.0,2,Anekal
609,Ready To Move,Anekal,420.0,1.0,12.5,1,Anekal
610,Ready To Move,Anekal,614.0,1.0,28.0,2,Anekal
611,18-May,Anekal,1140.0,2.0,52.0,2,Anekal
612,18-Jan,Anekal,625.0,1.0,25.0,2,Anekal
613,Ready To Move,Anjanapura,1850.0,4.0,86.0,4,Anjanapura
614,18-Jul,Anjanapura,1070.0,2.0,39.0,2,Anjanapura
615,18-Apr,Anjanapura,1500.0,3.0,121.0,3,Anjanapura
616,18-Aug,Anjanapura,1070.0,2.0,37.0,2,Anjanapura
617,Ready To Move,Anjanapura,950.0,2.0,40.0,2,Anjanapura
618,Ready To Move,Anjanapura,1280.0,2.0,45.0,3,Anjanapura
619,Ready To Move,Anjanapura,710.0,2.0,25.0,2,Anjanapura
620,19-Dec,Anjanapura,1347.0,2.0,37.72,3,Anjanapura
621,Ready To Move,Anjanapura,950.0,2.0,32.0,2,Anjanapura
622,Ready To Move,Anjanapura,1800.0,4.0,55.0,4,Anjanapura
623,Ready To Move,Anjanapura,1843.0,3.0,87.54,3,Anjanapura
624,19-Dec,Anjanapura,1076.0,2.0,30.13,2,Anjanapura
625,Ready To Move,Anjanapura,950.0,2.0,30.0,2,Anjanapura
626,Ready To Move,Anjappa Layout,1348.0,2.0,100.0,2,other
627,Ready To Move,Ankappa Layout,1105.0,2.0,50.0,2,other
628,Ready To Move,Annaiah Reddy Layout,540.0,1.0,22.0,1,other
629,Ready To Move,Annaiah Reddy Layout,1075.0,2.0,48.0,2,other
630,Ready To Move,Annapurneshwari Nagar,1200.0,5.0,270.0,4,other
631,Ready To Move,Anugrah Layout,1567.0,3.0,100.0,3,other
632,19-Dec,Anwar Layout,610.0,1.0,28.0,1,other
633,Ready To Move,Ardendale,1750.0,3.0,100.0,3,Ardendale
634,Ready To Move,Ardendale,3198.0,4.0,200.0,4,Ardendale
635,Ready To Move,Ardendale,2422.0,4.0,160.0,4,Ardendale
636,Ready To Move,Ardendale,1750.0,3.0,100.0,3,Ardendale
637,Ready To Move,Ardendale,3200.0,4.0,205.0,4,Ardendale
638,Ready To Move,Ardendale,1728.0,3.0,95.0,3,Ardendale
639,Ready To Move,Ardendale,2062.0,3.0,140.0,4,Ardendale
640,Ready To Move,Ardendale,1732.46,3.0,92.0,3,Ardendale
641,Ready To Move,Ardendale,2062.0,3.0,150.0,4,Ardendale
643,Ready To Move,Ardendale,1224.0,2.0,70.0,2,Ardendale
644,Ready To Move,Ardendale,1777.26,3.0,105.0,3,Ardendale
645,Ready To Move,Ardendale,1650.0,3.0,82.0,3,Ardendale
646,Ready To Move,Ardendale,2062.0,3.0,140.0,4,Ardendale
647,Ready To Move,Ardendale,1650.0,3.0,82.0,3,Ardendale
648,Ready To Move,Ardendale,1224.0,2.0,67.0,2,Ardendale
649,Ready To Move,Ardendale,1723.0,3.0,95.0,3,Ardendale
650,Ready To Move,Ardendale,1777.26,3.0,89.0,3,Ardendale
651,Ready To Move,Ardendale,1777.26,3.0,92.0,3,Ardendale
652,Ready To Move,Arehalli,1350.0,2.0,65.0,3,other
653,Ready To Move,Arekere,2060.0,3.0,140.0,3,Arekere
654,Ready To Move,Arekere,920.0,2.0,40.0,2,Arekere
655,Ready To Move,Arekere,1740.0,2.0,95.0,3,Arekere
656,Ready To Move,Arekere,1190.0,2.0,55.0,2,Arekere
657,Ready To Move,Arekere,600.0,1.0,28.0,1,Arekere
658,18-Jul,Arekere,2072.0,3.0,108.0,3,Arekere
659,Ready To Move,Arekere,1100.0,2.0,55.0,2,Arekere
660,Ready To Move,Arekere,900.0,2.0,50.0,2,Arekere
661,18-Jul,Arekere,2710.0,6.0,142.0,4,Arekere
662,Ready To Move,Arekere,1240.0,2.0,60.0,2,Arekere
663,Ready To Move,Arekere,900.0,2.0,44.5,2,Arekere
664,Ready To Move,Ashirvad Colony,1000.0,2.0,53.0,2,other
665,18-May,Ashirvad Colony,1100.0,2.0,53.0,2,other
666,Ready To Move,Ashirvad Colony,2050.0,3.0,100.0,4,other
667,18-Jan,Ashok Nagar,8321.0,5.0,2912.0,4,other
668,Ready To Move,Ashwath Nagar,1644.0,3.0,84.0,3,other
669,Ready To Move,Ashwath Nagar,1640.0,3.0,84.0,3,other
670,Ready To Move,Ashwath Nagar,1220.0,2.0,65.0,2,other
671,Ready To Move,Ashwathnagar,936.0,2.0,42.0,2,other
672,Ready To Move,Ashwathnagar,936.0,2.0,43.0,2,other
673,Ready To Move,Ashwathnagar,1100.0,2.0,55.0,2,other
674,Ready To Move,Ashwini layout,834.0,1.0,60.0,1,other
675,Ready To Move,Ashwini layout,834.0,1.0,62.0,1,other
676,Ready To Move,Atmananda Colony,1127.0,2.0,55.0,2,other
677,Ready To Move,Atmananda Colony,1125.0,2.0,55.0,2,other
678,Ready To Move,Attibele,450.0,1.0,11.0,1,Attibele
679,Ready To Move,Attibele,1600.0,4.0,52.8,4,Attibele
680,Ready To Move,Attibele,656.0,2.0,25.0,2,Attibele
